t,H=0.1,H=0.2,H=0.3,H=0.4,H=0.6,H=0.7,H=0.8,H=0.9
2.280000000000000082e-01,1.122756351118832097e+00,-1.980272402640947671e-01,-8.544411208544050451e-01,1.073739658880280834e-01,-4.305785630658244267e-01,2.603800444042432827e-01,1.788814241175561148e-02,1.875447151079812358e-01
2.290000000000000091e-01,8.788334395517595210e-01,-1.134992375812272081e-01,-8.613176860025774095e-01,3.303248567880848197e-02,-4.303164556387115147e-01,2.601388817439814205e-01,2.045869239549295143e-02,1.875264343689029833e-01
2.300000000000000100e-01,7.945019173313442318e-01,6.383572600603856784e-02,-7.558653390700906805e-01,5.623547443446733074e-02,-4.283575909662499237e-01,2.624419878203672063e-01,2.832179547681235032e-02,1.878915171907178938e-01
2.310000000000000109e-01,1.194238198997911615e+00,-3.773137738052549928e-01,-7.235589794385159923e-01,-3.908970940686343210e-02,-4.238817750619563451e-01,2.533135402325438768e-01,2.834314778140682028e-02,1.882732732890232963e-01
2.320000000000000118e-01,1.108277242461769285e+00,-1.762593347827269286e-01,-8.861914733969180613e-01,-8.492639450279595992e-02,-4.254984680838780897e-01,2.510000646683543946e-01,2.708196476326550639e-02,1.864894538595277818e-01
2.330000000000000127e-01,7.605898432739004456e-01,-6.861294543368043342e-02,-9.931329774701627144e-01,-9.291434448166291382e-02,-4.671036985071365666e-01,2.470069429183077703e-01,3.336641416553524225e-02,1.846689994162193926e-01
2.340000000000000135e-01,4.252138769654274508e-01,-1.023945303324691053e-01,-1.235932184748702589e+00,-9.054940960992943766e-02,-4.630625318155092707e-01,2.581674724089260131e-01,3.767076022389629492e-02,1.826012261140757820e-01
2.350000000000000144e-01,7.393474041223722093e-01,-2.804079360942587917e-01,-1.063608517719867974e+00,-7.568661191619541206e-02,-4.747929013438186296e-01,2.618564123955800516e-01,4.392782819290032975e-02,1.810422568473277205e-01
2.360000000000000153e-01,4.622710120340156603e-01,-1.553579624567430761e-01,-1.035996767049331968e+00,-1.857665519822611910e-01,-4.633238569017334996e-01,2.719614022889099703e-01,4.828931429023815974e-02,1.797507666864854026e-01
2.370000000000000162e-01,6.061815262537765259e-01,-2.811479347994943478e-01,-9.407279349375419208e-01,-1.984615737147191195e-01,-4.937053988369913826e-01,2.635770052580691525e-01,5.490894553227172042e-02,1.789373970390305824e-01
2.380000000000000171e-01,9.025012939330946393e-01,-4.526319171258684770e-01,-9.861744258454301360e-01,-3.089113549885929011e-01,-5.143142925779299324e-01,2.588261381448160869e-01,6.543158426038354902e-02,1.782745937574692630e-01
2.390000000000000180e-01,6.284007714759671792e-01,-5.010638181259033930e-01,-8.224683925683486940e-01,-2.183872988392234205e-01,-5.303996738637438702e-01,2.532540287010440760e-01,6.957768784416298868e-02,1.783609316633134600e-01
2.399999999999999911e-01,2.705333528148837208e-01,-6.201791879145295283e-01,-8.333309397495494153e-01,-2.491496217119107126e-01,-5.237364377236722879e-01,2.559396272734877353e-01,7.396908216631635502e-02,1.767980408274678616e-01
2.409999999999999920e-01,-2.688198620923666904e-01,-5.401396784162104669e-01,-8.853528067628773091e-01,-1.639916551187802773e-01,-5.314399734403646436e-01,2.590472722128097649e-01,7.694313155927716419e-02,1.759613670321794054e-01
2.419999999999999929e-01,4.072526564144955397e-01,-2.852565857245699665e-01,-9.497233972195003870e-01,-2.320837196920714773e-01,-5.315025791613098294e-01,2.423012549366990731e-01,7.951173757060703284e-02,1.752210692445502205e-01
2.429999999999999938e-01,6.049122534062082446e-01,-3.612375226865862654e-01,-7.751069116497906197e-01,-3.504268719379848296e-01,-5.105432270137790773e-01,2.326234103240871487e-01,7.968849187471803430e-02,1.744318568450023144e-01
2.439999999999999947e-01,2.074036667146663682e-01,-8.457554969238423315e-02,-9.456903164033116926e-01,-4.619991050062038362e-01,-4.929027226090267333e-01,2.297451982784061708e-01,8.521038656346843765e-02,1.737894547744981699e-01
2.449999999999999956e-01,3.925411074704159287e-01,-7.614220959395057164e-02,-7.961928876990119752e-01,-4.931290582003961531e-01,-5.094193228027613651e-01,2.320254194759109878e-01,8.993604734190889516e-02,1.739338765085944871e-01
2.459999999999999964e-01,9.739303038745317220e-02,-1.099724878497600200e-02,-8.063603112058478350e-01,-4.628797306044331039e-01,-4.797665135063948205e-01,2.234932449527997633e-01,9.624298167927552994e-02,1.734036078366310574e-01
2.469999999999999973e-01,5.879674305202462481e-01,3.194245670262026854e-02,-7.374459500606399542e-01,-4.632491964301805876e-01,-4.808219878131330116e-01,2.242143696343581738e-01,9.720410972378767944e-02,1.736843045339881708e-01
2.479999999999999982e-01,4.906043226042881011e-01,-1.019692275004795146e-01,-5.770008387002339978e-01,-5.050398838840524096e-01,-5.068386160837556886e-01,2.331391512609637395e-01,9.444177611263175620e-02,1.721103172192698927e-01
2.489999999999999991e-01,6.218139189387076327e-01,-1.416898804935692591e-01,-6.352902640612964058e-01,-5.048440484815986951e-01,-5.249857340208663459e-01,2.321002471222703423e-01,9.158818983884070564e-02,1.723304375547378142e-01
2.500000000000000000e-01,-3.572179991159898371e-01,-4.839364262850899545e-02,-6.091094978790241310e-01,-4.682667079315603331e-01,-5.397093525446954310e-01,2.275151092361182015e-01,8.792661041818371215e-02,1.692682368534023651e-01
2.510000000000000009e-01,3.925180088725052086e-01,-3.694148637811573432e-01,-6.222291837061201258e-01,-5.208505769791891282e-01,-5.555082516614306964e-01,2.167068551152415423e-01,8.653223503863019528e-02,1.677642061640462756e-01
2.520000000000000018e-01,-3.477680020180142773e-01,-5.625519326034577050e-01,-5.531211542764151723e-01,-5.224375063953796694e-01,-5.503610449658390413e-01,2.119781011907509727e-01,8.467366911289568587e-02,1.670237923669316837e-01
2.530000000000000027e-01,3.748706252505706882e-02,-8.225806009575470368e-02,-5.294231242989613229e-01,-4.621445523029980573e-01,-5.704310308955667930e-01,2.126341875755400623e-01,8.272831091886263810e-02,1.680521354258019684e-01
2.540000000000000036e-01,5.320068910554386077e-03,-5.803966098900186221e-01,-5.956011321001132286e-01,-5.202168947940626342e-01,-5.759511846994784801e-01,2.020765351648043662e-01,8.190550240870629606e-02,1.680011480445247340e-01
2.550000000000000044e-01,-1.159540925460963712e-01,-5.389001426207731260e-01,-5.015694098575962379e-01,-5.410937570782159423e-01,-5.482781704122706712e-01,2.027264443373464065e-01,7.998796992883436263e-02,1.693654350707389511e-01
2.560000000000000053e-01,3.627518243634864081e-01,-3.420324335406031979e-01,-5.431605554730167817e-01,-5.730480769876987734e-01,-5.694445625856087156e-01,2.013330722330993472e-01,7.735223444352123945e-02,1.695229291734989541e-01
2.570000000000000062e-01,5.798367130923186563e-01,-8.292362346157525765e-01,-4.640982830825578498e-01,-5.453414348698795155e-01,-5.808329086697168187e-01,1.921932585208868116e-01,7.790799459163774698e-02,1.692008101249552754e-01
2.580000000000000071e-01,7.748951551141947114e-02,-7.389107777514978270e-01,-3.912952855983918843e-01,-6.576288807847239237e-01,-6.015487237890020378e-01,1.906392304497397105e-01,8.048603182254987498e-02,1.683074641975325081e-01
2.590000000000000080e-01,3.667909534559553597e-01,-4.753533869061770112e-01,-4.139124695282561106e-01,-6.801375103955917822e-01,-6.058171556353821874e-01,1.797617001660170855e-01,8.289329943299700298e-02,1.671393079222371625e-01
2.600000000000000089e-01,4.285519450393032725e-02,-7.025780947299782309e-01,-3.169691675292560795e-01,-7.126698989637962889e-01,-5.974808038037365820e-01,1.736938956471409390e-01,8.468998174068950724e-02,1.662539245500194440e-01
2.610000000000000098e-01,7.878955476194777763e-01,-6.208799312722008690e-01,-3.012022085359715162e-01,-6.923673149997504606e-01,-5.939474198069099042e-01,1.713469622370278334e-01,8.970268478309186000e-02,1.649166210707002367e-01
2.620000000000000107e-01,6.945422782379157001e-01,-1.645750506636788901e-01,-3.477117696670124491e-01,-6.869322477214611089e-01,-6.008899825815275930e-01,1.632300718290525254e-01,8.585542254639695614e-02,1.656095593408674904e-01
2.630000000000000115e-01,8.951842405798513536e-01,-3.477308237424845405e-01,-3.658617808450344011e-01,-6.595917405345843587e-01,-6.251557012062300966e-01,1.565353317095924124e-01,8.516823141955698340e-02,1.674494528447403319e-01
2.640000000000000124e-01,1.257360619835822035e+00,-1.591271665103070054e-01,-1.110325970504331128e-01,-5.775845831336500202e-01,-6.559013083766218610e-01,1.673678058181771733e-01,8.435513810733381856e-02,1.672554686030193472e-01
2.650000000000000133e-01,5.233564107343507965e-01,-3.561141190836867865e-01,-1.524130862107449802e-01,-5.757130052245963414e-01,-6.332285812484044207e-01,1.614037628959184290e-01,8.472162142980614596e-02,1.691540449640444865e-01
2.660000000000000142e-01,9.255591048315827685e-01,-6.227115747817046909e-01,-2.826153253511249352e-01,-6.050846149794344431e-01,-6.364881026193609515e-01,1.623562672463553791e-01,8.598140243733620736e-02,1.710490787482352726e-01
2.670000000000000151e-01,9.773582701304017739e-03,-3.407050833196623163e-01,-4.113206843553227632e-01,-5.328597359907681907e-01,-6.328139612257648317e-01,1.668710516778835751e-01,8.327977246031272041e-02,1.749587161683392178e-01
2.680000000000000160e-01,2.950026000218659017e-01,-5.177302974162056870e-01,-4.325921491969033639e-01,-6.320910521878361221e-01,-6.408937272414197972e-01,1.660804048939465705e-01,8.340033476156075154e-02,1.764333848238620606e-01
2.690000000000000169e-01,2.304896077134322430e-01,-1.821314826604066295e-01,-4.018648546105285657e-01,-7.194931461757858582e-01,-6.357721303169546756e-01,1.755591820042823881e-01,8.363827945067944802e-02,1.777434933203718703e-01
2.700000000000000178e-01,-4.487146415584016279e-01,-4.171409074827934216e-01,-4.443242098613399138e-01,-7.268458140988540706e-01,-6.596696801466798155e-01,1.599918029624888827e-01,9.235231001234181503e-02,1.792414137999184809e-01
2.710000000000000187e-01,2.984167972350974529e-01,-4.818046911376658858e-01,-4.855614882014895883e-01,-7.059169825223245986e-01,-6.545673433188907708e-01,1.605851540760901697e-01,1.003349563796496480e-01,1.823112302589568190e-01
2.720000000000000195e-01,5.762383295272150985e-01,-6.252415119279619571e-01,-4.043135460962638539e-01,-7.942161801316396375e-01,-6.546988467177157212e-01,1.625271316898878327e-01,1.060982579314095481e-01,1.829190364439217398e-01
2.730000000000000204e-01,6.294522698522168058e-01,-4.670974381339353942e-01,-3.201311468380435565e-01,-8.132171309038407347e-01,-6.471610743335762805e-01,1.515724709961013827e-01,1.119435695974703576e-01,1.827938761891760855e-01
2.740000000000000213e-01,4.140114242490697816e-01,-6.866316094311523122e-01,-3.491564183211857686e-01,-8.062530012682722624e-01,-6.562523387867109648e-01,1.615243194720378528e-01,1.166798423242396410e-01,1.819328360227543406e-01
2.750000000000000222e-01,3.889771890293530210e-01,-2.753876945932779430e-01,-1.783577373932779542e-01,-7.350480678417077307e-01,-6.679345435924163299e-01,1.664898293935136164e-01,1.159933530513953537e-01,1.816674849101165279e-01
2.760000000000000231e-01,5.983199813109016940e-01,-1.789042767922469634e-01,-1.965753551281652634e-01,-6.693313736578851980e-01,-6.617724522287209421e-01,1.685018194102388955e-01,1.166184317130414955e-01,1.821079640992467608e-01
2.770000000000000240e-01,9.677421416047097269e-01,-7.530491545426151179e-01,-3.127106949556142101e-01,-6.801007290386763549e-01,-6.474076624742162167e-01,1.748043854824996024e-01,1.236694809264862333e-01,1.817844087038159584e-01
2.780000000000000249e-01,8.310860877859594931e-01,-5.623591613211696982e-01,-3.911194558081994566e-01,-6.559499641072523701e-01,-6.793495789655142891e-01,1.780451150284947104e-01,1.327136175959202635e-01,1.814953042894311697e-01
2.790000000000000258e-01,5.200378324571953703e-01,-7.204380704623736253e-01,-5.158317325079122551e-01,-6.961088105838217910e-01,-6.860029679931454183e-01,1.695613252356649447e-01,1.388028851066534786e-01,1.788355302564297589e-01
2.800000000000000266e-01,9.544864527506573548e-01,-2.775335047894284535e-01,-4.036740555327471558e-01,-6.972731338305240278e-01,-6.773698887948729208e-01,1.641302324800263668e-01,1.435768577362138976e-01,1.757092419077994905e-01
2.810000000000000275e-01,8.055863070428437300e-01,-3.155724969792976786e-01,-5.222180290740856545e-01,-7.182390731392553906e-01,-6.966516574440184684e-01,1.498308402198172129e-01,1.465297560436820967e-01,1.725395438071083420e-01
2.820000000000000284e-01,1.239420168528460486e+00,-3.971713721461193058e-01,-4.297087902469634568e-01,-7.163020104818347278e-01,-7.119364830838452729e-01,1.478819393308574981e-01,1.483938009532382585e-01,1.714903583157220690e-01
2.830000000000000293e-01,1.234117530213086900e+00,-6.130932308951179133e-01,-5.677717893926024217e-01,-7.471163424639224448e-01,-6.992077755434253916e-01,1.449127089785419431e-01,1.562474932136176387e-01,1.703520056602923216e-01
2.840000000000000302e-01,9.849589384439391138e-01,-6.985717478449366968e-01,-2.407140891000474903e-01,-7.686066389588264158e-01,-6.824950964629937777e-01,1.297658851074760256e-01,1.606516434169086294e-01,1.674724387880658916e-01
2.850000000000000311e-01,4.779091410451616895e-01,-6.622619986777490420e-01,-2.201189258748352806e-01,-8.498709174492700136e-01,-6.665074608675976009e-01,1.431288414859523961e-01,1.671268860242655918e-01,1.665456928448712237e-01
2.860000000000000320e-01,9.136002293585010481e-01,-9.520430771904876410e-01,-2.816938838586494076e-02,-8.620918754508203330e-01,-6.289512268573511644e-01,1.495668234099180316e-01,1.704300916153039525e-01,1.656181622358033345e-01
2.870000000000000329e-01,7.100513747235879247e-01,-4.620178892518916891e-01,-1.803645903034473696e-01,-7.539000984613686285e-01,-6.507220550368109091e-01,1.456536105475892406e-01,1.699873687837807623e-01,1.654181108602274797e-01
2.880000000000000338e-01,6.270125215412960529e-01,-5.524930654305659772e-01,-3.170950601882744357e-01,-7.634794074435619082e-01,-6.525971097299818613e-01,1.435689085018161948e-01,1.775548176546775658e-01,1.639857666933167979e-01
2.889999999999999791e-01,9.770578500890315654e-01,-5.235649577536261035e-01,-2.866754471200982368e-01,-7.630599534595661204e-01,-6.581937934247524824e-01,1.314193107595155452e-01,1.796098818452990242e-01,1.610519202554587526e-01
2.899999999999999800e-01,8.583737382536249516e-01,-7.027673928225671718e-01,-3.577812004463939433e-01,-6.722404548830085425e-01,-6.696025882440902466e-01,1.320627386027733163e-01,1.838386632315038016e-01,1.600728478550110523e-01
2.909999999999999809e-01,8.362457910891850643e-01,-7.163973167451551660e-01,-2.632384889575026254e-01,-7.323669972623241264e-01,-7.050769550721938117e-01,1.309163136338641065e-01,1.876803094512232151e-01,1.584269789113599558e-01
2.919999999999999818e-01,1.125697053158025707e+00,-6.634479578908437647e-01,-4.933469755981662042e-01,-8.087751642363726345e-01,-7.115417691475696138e-01,1.305090204429805445e-01,1.895108263206407573e-01,1.569802239732338844e-01
2.929999999999999827e-01,1.456719423231351840e+00,-6.145389041601075908e-01,-2.127227973391939697e-01,-7.547232637510145059e-01,-7.088417528687435132e-01,1.346834510506513816e-01,1.923250418547094998e-01,1.543533002270733312e-01
2.939999999999999836e-01,1.106666023347611993e+00,-4.083392605702990119e-01,-3.250438170010793160e-01,-7.847475213059539323e-01,-7.098177874732687354e-01,1.298704583248417865e-01,1.908285744681736951e-01,1.509893288017777335e-01
2.949999999999999845e-01,1.059792664381131067e+00,-4.931238876639099100e-01,-3.243495409493071246e-01,-7.912727318217240846e-01,-6.947220834844797244e-01,1.297302800611245532e-01,1.957130170381395362e-01,1.491971308268134344e-01
2.959999999999999853e-01,7.256623026109316754e-01,-6.531499185368986327e-01,-2.784963858451181551e-01,-7.453832404300680947e-01,-6.902492238037128969e-01,1.249632809794235244e-01,1.998550831249901460e-01,1.476433097566984542e-01
2.969999999999999862e-01,2.532564172488425691e-01,-4.957243815698777478e-01,-3.413313008720026964e-01,-6.917308443150375075e-01,-6.752810101481927507e-01,1.327091463922538961e-01,2.021146245262256114e-01,1.482795794809566858e-01
2.979999999999999871e-01,7.171126539833241331e-01,-5.874467556139143509e-01,-3.378228953702125392e-01,-7.219772535189359353e-01,-6.882250938326275325e-01,1.429257639724914042e-01,2.037747963499185466e-01,1.472437312575036183e-01
2.989999999999999880e-01,1.491947637109595437e+00,-6.362956887078543566e-01,-2.528148515793380846e-01,-7.056947610372382718e-01,-6.913806250725074154e-01,1.386174521868328013e-01,2.038208121449913979e-01,1.453955623140208986e-01
2.999999999999999889e-01,1.365639280143882361e+00,-9.258049966152291921e-01,-2.952519275936065224e-01,-8.270346268390139644e-01,-6.769578847443138425e-01,1.450845790772064547e-01,2.069973327723128587e-01,1.446712722263490680e-01
3.009999999999999898e-01,9.708092460027692994e-01,-3.120013994272399227e-01,-9.704372642051373177e-02,-7.785344010284265259e-01,-6.675146267659594068e-01,1.451918687663573682e-01,2.033792498858867093e-01,1.436530382065263622e-01
3.019999999999999907e-01,1.181272310024560124e+00,-2.555891822427220350e-01,-1.256198592736396114e-01,-6.886571987291083552e-01,-6.489512508584255324e-01,1.492504239601716576e-01,2.005659697348532999e-01,1.404088907776487316e-01
3.029999999999999916e-01,1.079508441143251174e+00,-2.094445923805993426e-01,-1.523282255352876313e-01,-7.809176251917550049e-01,-6.594683592422788676e-01,1.596700461772146973e-01,1.969617980897704901e-01,1.376064539349884375e-01
3.039999999999999925e-01,1.654357855463144178e+00,-2.899975003783597516e-01,-7.790567973440364058e-02,-8.901295791217966880e-01,-6.628327292245955737e-01,1.629552689549097488e-01,1.981327072807755052e-01,1.367733415828161214e-01
3.049999999999999933e-01,1.104431339493579856e+00,-7.959212117066019609e-02,-1.772681750529948030e-01,-9.226710775413986543e-01,-6.538018608107164509e-01,1.745490944526098542e-01,2.018326609736679766e-01,1.364562807158145874e-01
3.059999999999999942e-01,9.343454276146576643e-01,-1.702826307172717601e-01,-2.499150882549890651e-01,-8.775629082266196423e-01,-6.889860870723696351e-01,1.797308353792547997e-01,2.029624181218264989e-01,1.345538005222484124e-01
3.069999999999999951e-01,1.211654972299641475e+00,3.218225934562318757e-01,-1.678393465952159880e-01,-7.671048069004960945e-01,-6.875789426684845163e-01,1.765889821806487514e-01,1.973681708613924113e-01,1.334313566983963140e-01
3.079999999999999960e-01,1.544263656376115623e+00,3.190744276616969133e-02,-3.501198756284392699e-01,-6.658924640567778219e-01,-6.995864057698804039e-01,1.794467487314924115e-01,1.999788715637708936e-01,1.338855121261119385e-01
3.089999999999999969e-01,1.260596751663451309e+00,-6.935331372014189033e-02,-4.601706987110413816e-01,-7.327208280591286371e-01,-7.048680124512514134e-01,1.878062369967999912e-01,2.076011674836450716e-01,1.343968069893810013e-01
3.099999999999999978e-01,1.848500339056007746e+00,4.561473716076577256e-01,-4.441537241250174128e-01,-7.938916679185239467e-01,-7.484248673335454072e-01,1.907627590100051118e-01,2.094203547373506835e-01,1.329383681270595030e-01
3.109999999999999987e-01,6.515647516692022467e-01,1.010624625916913821e-01,-3.065508624122244008e-01,-7.496144648954297107e-01,-7.757733137061875173e-01,1.835117813896596783e-01,2.084089848149564828e-01,1.330841239504804985e-01
3.119999999999999996e-01,8.571569278092423527e-01,4.697025424660125625e-01,-4.630838985877598901e-01,-7.758637566176640465e-01,-7.533162155397329363e-01,1.957605354403474940e-01,2.153001111654562205e-01,1.318540299185897713e-01
3.130000000000000004e-01,1.100944544171625017e+00,1.151124724566381929e-01,-1.250042673973559282e-01,-8.751288601744444673e-01,-7.332687113908259446e-01,1.953302431194530175e-01,2.215529599052051823e-01,1.335489052779869901e-01
3.140000000000000013e-01,1.225436845499704663e+00,2.223865100771113823e-01,-3.079444866323823859e-01,-9.079778658017759740e-01,-7.159379023663763331e-01,2.063055244736353155e-01,2.255124793217321288e-01,1.329214693549759796e-01
3.150000000000000022e-01,1.539969465741458432e+00,-1.874936114551839506e-02,-1.314805232718455341e-01,-9.535643498729062806e-01,-7.201277693419482206e-01,2.058840188283688200e-01,2.258100386177422647e-01,1.307004476832409612e-01
3.160000000000000031e-01,1.266569460835199834e+00,5.536790164863790720e-01,-4.607534652583654688e-01,-9.939466259254764458e-01,-6.960912403321489750e-01,2.061178793768293216e-01,2.242048321556972812e-01,1.281071422900448564e-01
3.170000000000000040e-01,5.007099823800734706e-01,3.374915023017829308e-01,-6.333821893271947001e-01,-9.498487241880240184e-01,-6.947226248851768871e-01,1.959183856732508167e-01,2.207690656648003125e-01,1.277978873844623775e-01
3.180000000000000049e-01,3.209192198071906255e-01,2.283732553464409287e-01,-5.902927736403312808e-01,-8.738486469982309490e-01,-6.734487712092391831e-01,2.065398886282847624e-01,2.246123084376611678e-01,1.267196540794747750e-01
3.190000000000000058e-01,6.162659949077460286e-01,7.479865587029796425e-02,-5.219872795467308535e-01,-8.271905767932031806e-01,-6.906515160446828894e-01,2.008785837005323260e-01,2.289030973684090531e-01,1.271376677093153107e-01
3.200000000000000067e-01,1.286280360404184586e+00,2.180627870666793089e-01,-7.496468407771559317e-01,-9.452291002546499010e-01,-6.891197420639102456e-01,2.156998177699097907e-01,2.363691528539168529e-01,1.261477460111934401e-01
3.210000000000000075e-01,1.403897390268014078e-01,4.223946043106967529e-01,-8.550017617150862392e-01,-9.833469676970733042e-01,-6.877792204814200394e-01,2.163446443624825188e-01,2.439878099985711146e-01,1.273068487216713340e-01
3.220000000000000084e-01,-1.625906074588592820e-01,5.029303992638477494e-01,-9.476781441368652414e-01,-1.005493165020149293e+00,-7.086406017772454158e-01,2.193001508050082815e-01,2.442870567470716570e-01,1.295667388213755378e-01
3.230000000000000093e-01,7.536730133768849704e-01,5.481132434090449923e-01,-7.779360829645978193e-01,-9.728681715182823098e-01,-7.073742297452123573e-01,2.206805396891344806e-01,2.475995020829450111e-01,1.302989701196301531e-01
3.240000000000000102e-01,-2.610275049800259151e-02,3.720331398290481761e-01,-7.529359079778610297e-01,-9.823977208444863995e-01,-7.061106080021888332e-01,2.185354556543001314e-01,2.432181703174215170e-01,1.284416885818557841e-01
3.250000000000000111e-01,6.101110704696134368e-01,2.879683794473919534e-01,-7.926223114468086139e-01,-9.086071596042604170e-01,-6.947728793733711772e-01,2.152746189104909613e-01,2.453403927882795155e-01,1.253007257672324182e-01
3.260000000000000120e-01,6.815965173254185938e-01,3.956086471535555371e-01,-5.659194188546005089e-01,-9.022560362646513399e-01,-6.966362694107861575e-01,2.090737305346201114e-01,2.474197453410884318e-01,1.249726194137130292e-01
3.270000000000000129e-01,1.705376693958423617e-01,4.622888982587570195e-01,-6.211391556656645774e-01,-8.688023414541630185e-01,-7.168467155400429780e-01,1.987876685995357273e-01,2.433731674237342435e-01,1.245977266029440894e-01
3.280000000000000138e-01,6.576945316547346820e-01,7.178378662051092540e-01,-7.782047517337615794e-01,-1.004358022884591639e+00,-7.229973266622190531e-01,2.004278115805969984e-01,2.383701469313596055e-01,1.225011019268757578e-01
3.290000000000000147e-01,1.122117787719918880e+00,3.659666681904274466e-01,-8.487840577576405421e-01,-9.835145267132882063e-01,-7.286831813602854258e-01,1.854646159511701420e-01,2.367549504730009358e-01,1.208302503293876562e-01
3.300000000000000155e-01,6.427697269624008669e-01,6.287459339431358263e-01,-5.997433035273823654e-01,-1.025155154988377726e+00,-7.267420488179052729e-01,1.816855120186182393e-01,2.410602807622079791e-01,1.187488937604370826e-01
3.310000000000000164e-01,3.463720858388928403e-01,4.857028612287540570e-01,-5.772609875945395874e-01,-9.813266395445170431e-01,-7.072153108883257877e-01,1.855432712890015268e-01,2.439264039487219760e-01,1.162839405049114205e-01
3.320000000000000173e-01,3.331407392021333291e-01,2.826959272780928401e-01,-6.646727650193633430e-01,-1.021948747250924772e+00,-7.118961740951719186e-01,1.753297919436021535e-01,2.440937221801392498e-01,1.135217123316469567e-01
3.330000000000000182e-01,8.970045912692066192e-01,1.295233888896303587e-01,-5.786051558677188789e-01,-1.020758600361596047e+00,-6.986916234180644558e-01,1.707817019701212968e-01,2.421706394935732032e-01,1.102012976828351393e-01
3.340000000000000191e-01,6.734092009448930938e-01,2.868530300380732201e-01,-4.734616905138106513e-01,-1.026289525511838052e+00,-7.081271607467121143e-01,1.638979233351866016e-01,2.410655517890016863e-01,1.070508572889780352e-01
3.350000000000000200e-01,6.463794644230674846e-01,-5.122519083287785380e-02,-4.565456723186501753e-01,-1.017196447458768915e+00,-6.852281509038761209e-01,1.561951178941512197e-01,2.435111171465406676e-01,1.042585671120930813e-01
3.360000000000000209e-01,5.595446255381876233e-01,1.967254130521669808e-01,-5.036370943529863142e-01,-1.011503044349756131e+00,-6.774355672402483375e-01,1.473349378562677503e-01,2.378497867907334862e-01,1.028973022010695598e-01
3.370000000000000218e-01,6.472612444971904688e-01,1.072210990168051548e-01,-4.316521349169601396e-01,-9.268616832905935965e-01,-6.669492866678057297e-01,1.458362901937847733e-01,2.377749107895522906e-01,9.961559486231170990e-02
3.380000000000000226e-01,4.973257994864305198e-01,3.283250516762577509e-01,-4.821380249760420234e-01,-8.924839284257390926e-01,-6.494694600682382468e-01,1.404243678771872339e-01,2.414728059132416615e-01,9.620601280014402790e-02
3.390000000000000235e-01,4.950464340775140859e-01,7.495777310116147341e-01,-4.842407636774571644e-01,-9.867452374496544776e-01,-6.638348338483048838e-01,1.387901237078203731e-01,2.338080425451030397e-01,9.322176571019584468e-02
3.400000000000000244e-01,1.573323073409677586e-01,1.901001263736913360e-01,-4.445967810356862837e-01,-8.870450476281663832e-01,-6.451644360053414573e-01,1.223842991325429369e-01,2.362334674428827330e-01,8.976652479372004834e-02
3.410000000000000253e-01,3.733202434948941772e-01,3.977020971381222125e-01,-4.780716150829453781e-01,-9.629548370227515308e-01,-6.415682215965418100e-01,1.213221974173385870e-01,2.354839035142030912e-01,8.732025030344450767e-02
3.420000000000000262e-01,8.092701008388638595e-01,6.265353098599548698e-01,-6.696150466817908375e-01,-9.714049442932184419e-01,-6.445178618951157290e-01,1.233639145142536864e-01,2.320685186584550419e-01,8.678521800465556491e-02
3.430000000000000271e-01,9.110472337803789955e-01,5.769470392609602483e-01,-6.897914623459032724e-01,-9.166327704559638079e-01,-6.564748670833019384e-01,1.177328559351210335e-01,2.335555846056927842e-01,8.419526770259942727e-02
3.440000000000000280e-01,8.167395982557048573e-01,8.217005266881907133e-01,-5.016069460126892920e-01,-1.003534262004496691e+00,-6.524078040999146122e-01,1.172811297546295511e-01,2.298807316860488614e-01,8.326107140314095711e-02
3.450000000000000289e-01,7.676071417981767953e-01,6.483040329773808175e-01,-4.587449829188924300e-01,-1.041382477965140607e+00,-6.753846850822169401e-01,1.101716839749052879e-01,2.328169643615708717e-01,8.340626220539516800e-02
3.460000000000000298e-01,1.051479979823789268e+00,7.634553542116025993e-01,-4.935599988711593666e-01,-1.023887628041122877e+00,-6.723351558622208124e-01,1.096028130845786708e-01,2.315819193779717344e-01,8.260356985750040570e-02
3.470000000000000306e-01,8.350789522938358855e-01,5.141306294784067088e-01,-5.343800117715700182e-01,-1.028873646998125224e+00,-6.526865407377465678e-01,1.003925384082660355e-01,2.335081066859143462e-01,8.068483046651132862e-02
3.480000000000000315e-01,3.900122783128947557e-01,7.149583027081228837e-01,-5.516708278110629138e-01,-1.174424850723592151e+00,-6.436906258370278522e-01,8.275998660912550764e-02,2.288731611928594145e-01,7.903276426905958552e-02
3.490000000000000324e-01,2.405089360775439777e-01,4.878422056458727174e-01,-4.756153155279314593e-01,-1.138734984934364869e+00,-6.525221433812269378e-01,8.033115562678991295e-02,2.234981382148198137e-01,7.938823905756525745e-02
3.500000000000000333e-01,-6.676708330367447930e-02,8.265262477788094531e-01,-5.675607661201769183e-01,-1.154895659113271078e+00,-6.300877247996250485e-01,6.845139604186017968e-02,2.184672786461698546e-01,8.094312277904376629e-02
3.510000000000000342e-01,3.886408377174822570e-01,1.514877693055989294e-01,-4.937681293625322265e-01,-1.199771356052054205e+00,-6.409503520040162883e-01,6.073663394721440928e-02,2.147140382521212365e-01,8.088104656087675981e-02
